time,A_1,course,lat,lot,speed,imuAx,imuAy,imuAz,imuCx,imuCy,imuCz,imuGx,imuGy,imuGz,T_1,P,A_2,Time_Data,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,T_3,RH,T_2
18:56:25,2158.3,345.91,6.166413,-75.421675,0.24,0.7,-0.01,0.76,-5.86,13.48,56.84,-3.68,1.4,0.49,25.7,78970.0,2053.35,58.199,0.0062,0.0709,0.0043,5.0098,3.567,37.2536,0.0152,0.0305,24.33,62.44,27.25
18:56:49,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.73,-0.02,0.63,-7.03,13.18,56.54,-3.66,1.4,0.93,26.2,78963.0,2054.07,82.006,0.0055,0.0489,0.0045,4.0972,3.0071,9.4479,0.0086,0.0187,24.64,62.57,27.75
18:57:12,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.61,0.61,0.42,1.76,12.6,58.01,-4.32,0.43,0.79,26.5,78969.0,2053.46,105.369,0.0046,0.0401999999999999,0.0048,3.1954,2.4349000000000003,4.5845,0.0064,0.0144999999999999,24.91,62.41,28.12
18:57:36,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.61,0.6,0.42,1.46,12.6,58.3,-4.14,0.84,0.6,26.8,78975.0,2052.84,129.212,0.0040999999999999,0.0366,0.005,2.6336,2.0662000000000003,3.2418,0.0055,0.0128,25.21,62.4,28.37
18:58:00,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.64,0.64,0.37,2.34,12.89,58.01,-7.06,0.82,1.17,27.1,78977.0,2052.64,152.92,0.0036,0.0344,0.0052,2.1541,1.7421,2.559,0.005,0.0118,25.5,62.02,28.75
18:58:23,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.6,0.63,0.38,1.76,12.89,57.71,-4.13,0.88,0.78,27.3,78973.0,2053.05,176.33,0.0032,0.0331,0.0054,1.7829,1.4836,2.1362,0.0046999999999999,0.011,25.75,61.1,28.87
18:58:47,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.63,0.62,0.39,1.46,12.89,57.13,-2.4,0.62,0.44,27.5,78979.0,2052.44,200.187,0.0028,0.0318,0.0056999999999999,1.4922,1.2755,1.9298,0.0045,0.0106,25.98,60.04,29.12
18:59:11,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.64,0.61,0.38,1.76,12.6,57.42,-3.64,0.51,0.62,27.8,78985.0,2051.83,223.951,0.0025,0.031,0.0058,1.2619,1.1063,1.7416,0.0043,0.0103,26.22,59.28,29.37
18:59:34,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.61,0.59,0.41,2.05,12.3,57.13,-3.97,-0.15,1.34,28.0,78991.0,2051.22,247.297,0.0023,0.0306,0.006,1.1103,0.9924,1.6711,0.0042,0.0101,26.43,59.29,29.5
18:59:58,2165.1,9.07,6.1665,-75.42173100000001,0.0,0.65,0.59,0.39,1.76,13.18,57.13,-3.47,0.49,0.7,28.1,78991.0,2051.22,271.153,0.0021,0.0301,0.0062,0.9578,0.8754000000000001,1.4442,0.004,0.0096,26.61,58.11,29.75
