time,A_1,course,lat,lot,speed,imuAx,imuAy,imuAz,imuCx,imuCy,imuCz,imuGx,imuGy,imuGz,T_1,P,A_2,Time_Data,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,T_3,RH,T_2
20:16:43,2141.0,327.47,6.167792,-75.419738,0.22,0.19,-0.04,0.98,-10.55,-59.47,99.02,-3.32,0.6,0.76,24.7,78702.0,2080.69,57.918,0.0056,0.0472,0.0048,4.2729,3.1162,8.3178,0.0081999999999999,0.0179,23.41,73.89,26.0
20:17:07,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.03,0.98,-11.43,-60.64,99.32,-3.47,0.81,0.76,25.2,78713.0,2079.57,81.727,0.0048,0.0364,0.005,3.3638,2.5434,3.1791,0.0055,0.0127,23.75,75.17,26.62
20:17:31,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-11.13,-59.77,99.02,-3.28,0.94,0.78,25.6,78707.0,2080.18,106.071,0.0040999999999999,0.0313,0.0053,2.6336,2.0662000000000003,1.8148,0.0044,0.0104,24.14,75.9,27.12
20:17:55,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-11.13,-59.77,99.02,-3.05,0.71,0.81,26.1,78727.0,2078.14,129.953,0.0034999999999999,0.0288,0.0056999999999999,2.1115,1.7128,1.3274,0.0038,0.0093,24.55,76.01,27.5
20:18:19,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-10.84,-60.06,99.02,-3.25,0.81,0.65,26.5,78745.0,2076.3,153.691,0.0031,0.0272,0.006,1.7479,1.4589,1.0716,0.0034999999999999,0.0086,24.97,72.36,27.87
20:18:42,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-11.43,-60.35,99.32,-3.4,0.52,0.92,26.9,78749.0,2075.89,177.037,0.0028,0.0265,0.0060999999999999,1.4775,1.2648,0.9823,0.0034,0.0084,25.37,72.83,28.25
20:19:06,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-11.72,-59.47,99.02,-3.13,0.93,0.76,27.2,78733.0,2077.52,200.925,0.0025,0.0258,0.0064,1.2744,1.1156,0.8801000000000001,0.0032,0.008,25.75,72.76,28.62
20:19:30,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-11.13,-59.47,99.02,-3.35,0.72,0.51,27.6,78728.0,2078.04,224.666,0.0023,0.0253,0.0065,1.1103,0.9924,0.8234,0.0032,0.0079,26.15,72.18,29.12
20:19:53,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-10.55,-59.77,99.02,-3.08,0.63,0.69,28.0,78724.0,2078.44,248.01,0.0021,0.0247,0.0068,0.9769,0.8901,0.7529,0.003,0.0076,26.5,71.77,29.5
20:20:17,2135.5,345.98,6.167855,-75.41976899999999,0.0,0.19,-0.02,0.98,-11.43,-59.18,99.02,-3.22,0.79,0.84,28.3,78739.0,2076.91,271.917,0.002,0.0243999999999999,0.0069,0.8939,0.8255,0.7195999999999999,0.003,0.0075,26.83,71.32,29.75
