time,A_1,course,lat,lot,speed,imuAx,imuAy,imuAz,imuCx,imuCy,imuCz,imuGx,imuGy,imuGz,T_1,P,A_2,Time_Data,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,T_3,RH,T_2
91:2.:0,2667.6,112.55,6.267402,-75.47210600000001,118.6,-0.31,-0.24,0.84,8.79,14.65,63.28,-2.08,-0.5,-1.76,29.7,74289.0,2542.03,11131.045,0.0006,0.0302999999999999,0.0203,0.1442,0.1754,1.6032,0.0040999999999999,0.01,28.43,48.55,31.12
93:6.:0,2564.1,128.71,6.260684,-75.460544,126.54,0.03,-0.03,0.97,6.45,13.77,63.57,16.65,3.21,-11.84,29.7,75182.0,2446.91,11155.439,0.0006,0.0301,0.0203,0.1442,0.1754,1.5702,0.0040999999999999,0.0098999999999999,28.47,48.49,31.12
10:01:.0,2476.2,141.7,6.249723,-75.450388,126.21,0.05,0.05,1.36,4.98,11.43,62.99,-18.0,2.32,12.18,29.7,75970.0,2363.74,11179.672,0.0006,0.0299,0.0203,0.1442,0.1754,1.5378,0.0040999999999999,0.0098,28.48,48.43,31.25
10:25:.0,2418.0,144.84,6.238648,-75.4422,122.66,-0.11,0.1,0.69,4.1,10.84,62.99,-11.43,-4.66,6.12,29.7,76533.0,2304.75,11205.008,0.0006,0.0299,0.0204999999999999,0.1425,0.1736,1.5378,0.0040999999999999,0.0098,28.5,48.36,31.25
10:50:.0,2373.3,150.88,6.226925,-75.4347,113.78,0.03,-0.01,1.15,3.22,10.55,62.7,2.79,8.28,-0.28,29.7,76929.0,2263.46,11228.867,0.0006,0.0299,0.0204999999999999,0.1425,0.1736,1.5378,0.0040999999999999,0.0098,28.51,48.43,31.25
11:14:.0,2363.5,153.11,6.216143,-75.429075,104.41,0.09,0.09,1.03,3.22,10.84,62.99,0.69,6.42,1.27,29.7,77052.0,2250.67,11253.644,0.0006,0.0298,0.0204999999999999,0.1392,0.1702,1.506,0.004,0.0097,28.51,48.56,31.25
11:39:.0,2333.3,164.56,6.20563,-75.424456,93.16,0.22,-0.23,0.98,-0.29,9.67,62.7,-2.2,3.14,-2.76,29.7,77327.0,2222.14,11277.478,0.0006,0.0299,0.0203,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.51,48.63,31.37
12:03:.0,2299.3,176.58,6.1961,-75.423125,85.77,-0.12,-0.01,0.99,-1.17,10.25,63.57,6.0,9.45,-2.16,29.7,77572.0,2196.78,11302.866,0.0006,0.0301,0.0203,0.1425,0.1736,1.5702,0.0040999999999999,0.0098999999999999,28.53,48.76,31.37
12:28:.0,2295.3,180.53,6.186165,-75.423188,79.51,-0.01,-0.21,1.01,-1.17,9.38,62.99,-2.78,4.88,0.23,29.8,77858.0,2167.27,11326.61,0.0006,0.0301,0.0203,0.1425,0.1736,1.5702,0.0040999999999999,0.0098999999999999,28.55,48.92,31.37
12:52:.0,2247.1,180.52,6.178395,-75.423244,57.84,0.19,-0.08,1.04,-1.46,9.38,62.4,0.84,2.24,0.96,29.8,78419.0,2109.64,11351.442,0.0006,0.0301,0.0203,0.1425,0.1736,1.5702,0.0040999999999999,0.0098999999999999,28.54,49.19,31.37
13:17:.0,2203.6,180.58,6.173015,-75.423225,34.12,-0.4,0.47,1.03,-2.05,9.38,62.7,-62.57,-12.85,2.91,29.8,78900.0,2060.49,11375.356,0.0006,0.0299,0.0203,0.1409,0.1719,1.5378,0.0040999999999999,0.0098,28.54,49.41,31.37
13:41:.0,2168.5,179.52,6.170215,-75.423188,20.02,-0.06,-0.02,0.9,-2.64,9.38,62.11,-9.36,3.04,1.5,29.8,78873.0,2063.24,11400.558,0.0006,0.0298,0.0203,0.1425,0.1736,1.506,0.004,0.0097,28.55,49.68,31.37
14:06:.0,2162.6,122.52,6.168647,-75.423075,7.47,-0.09,0.02,0.98,9.08,14.94,60.94,-9.99,-3.91,9.8,29.6,79200.0,2029.95,11424.907,0.0006,0.0298,0.0204999999999999,0.1409,0.1719,1.506,0.004,0.0097,28.55,50.27,31.25
14:30:.0,2158.3,92.59,6.168667,-75.42215,6.26,-0.02,0.15,1.04,9.67,18.16,62.11,-21.38,1.37,1.56,29.6,79296.0,2020.2,11449.302,0.0006,0.0298,0.0208,0.1409,0.1719,1.506,0.004,0.0097,28.55,50.49,31.12
14:55:.0,2152.5,106.35,6.168662,-75.421975,0.08,0.04,-0.06,1.02,10.25,18.75,62.11,-4.39,1.52,0.21,29.7,79074.0,2042.77,11473.531,0.0006,0.0296,0.021,0.1392,0.1702,1.4748,0.004,0.0097,28.57,50.52,31.25
15:19:.0,2152.6,106.35,6.168662,-75.42196899999999,0.0,-0.1,-0.16,1.1,9.96,18.75,61.82,-11.3,-3.59,2.27,29.7,79067.0,2043.48,11498.863,0.0006,0.0294,0.021,0.136,0.1669,1.4442,0.004,0.0096,28.55,50.59,31.25
15:44:.0,2152.6,106.35,6.168662,-75.42196899999999,0.0,-0.21,-0.12,1.0,9.96,19.63,62.11,-11.51,-0.97,1.72,29.7,79093.0,2040.83,11522.779,0.0006,0.0298,0.021,0.1392,0.1702,1.506,0.004,0.0097,28.57,50.66,31.37
16:08:.0,2154.8,146.43,6.168598,-75.4218,2.98,-0.02,-0.04,0.94,1.76,9.96,62.99,-2.34,0.54,-9.83,29.7,79196.0,2030.36,11546.998,0.0006,0.0299,0.0212,0.1409,0.1719,1.5378,0.0040999999999999,0.0098,28.59,50.79,31.25
16:33:.0,2151.1,177.72,6.168105000000001,-75.421819,5.64,-0.11,-0.02,1.01,-2.93,10.55,63.87,-2.69,1.3,1.35,29.7,79160.0,2034.02,11571.833,0.0006,0.0298,0.0212,0.1392,0.1702,1.506,0.004,0.0097,28.58,50.75,31.25
16:58:.0,2149.3,179.04,6.167475,-75.42183100000001,5.23,-0.13,-0.15,0.89,-2.34,9.67,62.99,-8.26,1.75,-0.15,29.8,79178.0,2032.19,11597.24,0.0006,0.0299,0.0212,0.1409,0.1719,1.5378,0.0040999999999999,0.0098,28.58,50.75,31.25
17:23:.0,2150.3,181.5,6.16695,-75.42185,4.32,-0.06,-0.09,0.99,-3.22,9.96,62.99,-3.71,2.31,2.13,29.8,79181.0,2031.89,11621.467,0.0006,0.0299,0.0212,0.1409,0.1719,1.5378,0.0040999999999999,0.0098,28.59,50.79,31.37
17:47:.0,2150.9,180.02,6.166551999999999,-75.42179399999999,0.87,-0.1,-0.02,0.98,-2.93,10.84,62.7,-3.91,3.81,0.57,29.8,79196.0,2030.36,11646.807,0.0006,0.0299,0.0212,0.1409,0.1719,1.5378,0.0040999999999999,0.0098,28.62,50.79,31.37
18:12:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.05,-0.17,0.93,-2.93,11.43,65.04,4.94,2.33,0.4,29.8,79173.0,2032.7,11670.686,0.0006,0.0299,0.0212,0.1409,0.1719,1.5378,0.0040999999999999,0.0098,28.64,50.79,31.37
18:36:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.05,-0.13,1.07,-3.22,10.84,64.16,1.46,-0.29,0.25,29.8,79175.0,2032.5,11695.43,0.0006,0.0298,0.0213,0.1392,0.1702,1.506,0.004,0.0097,28.66,50.89,31.37
19:01:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.09,-0.24,0.97,-2.64,10.55,63.57,-1.66,-2.2,0.66,29.8,79166.0,2033.41,11719.772,0.0006,0.0294,0.0217,0.136,0.1669,1.4442,0.004,0.0096,28.68,50.93,31.37
19:26:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.06,-0.17,0.99,-2.34,10.84,63.87,-6.92,-2.34,1.89,29.8,79127.0,2037.38,11745.677,0.0006,0.0298,0.0225,0.1392,0.1702,1.506,0.004,0.0097,28.68,51.03,31.37
19:51:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.01,-0.01,0.99,-2.64,10.25,63.87,0.16,0.98,0.66,29.8,79124.0,2037.68,11769.397,0.0006,0.0299,0.0233999999999999,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.68,50.96,31.37
20:15:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.03,-0.06,0.96,-2.34,10.84,64.45,-3.49,0.09,0.54,29.8,79118.0,2038.29,11794.241,0.0006,0.0299,0.0243,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.68,50.93,31.37
20:40:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.0,-0.2,0.98,-2.05,11.43,63.87,-8.07,-0.66,1.01,29.8,79121.0,2037.98,11818.624,0.0006,0.0301,0.0252,0.1392,0.1702,1.5702,0.0040999999999999,0.0098999999999999,28.68,50.99,31.37
21:04:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.01,-0.12,1.02,-2.34,10.55,64.75,-4.5,-0.32,0.71,29.8,79129.0,2037.17,11843.369,0.0006,0.0299,0.0259,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.69,50.96,31.37
21:29:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.02,-0.05,1.0,-2.34,10.55,64.16,-3.91,0.71,0.57,29.8,79108.0,2039.31,11867.702,0.0006,0.0299,0.0262,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.69,50.96,31.37
21:53:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.03,-0.16,0.99,-2.64,11.13,64.45,-5.91,0.81,0.67,29.8,79122.0,2037.88,11892.581,0.0006,0.0296,0.0264,0.136,0.1669,1.4748,0.004,0.0097,28.69,50.93,31.5
22:18:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.05,-0.04,0.98,-2.34,10.55,64.16,-0.79,1.13,0.88,29.8,79125.0,2037.58,11915.836,0.0006,0.0299,0.0260999999999999,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.69,50.9,31.37
22:41:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.02,-0.04,1.02,-2.34,10.84,64.16,-1.85,3.13,0.53,29.8,79116.0,2038.49,11940.676,0.0006,0.0296,0.0259,0.136,0.1669,1.4748,0.004,0.0097,28.71,50.87,31.5
23:06:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.02,-0.11,1.0,-2.05,10.84,64.45,-6.77,0.15,0.52,29.9,79124.0,2037.68,11964.57,0.0006,0.0298,0.0253,0.136,0.1669,1.506,0.004,0.0097,28.71,50.87,31.37
23:30:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.0,-0.14,1.01,-2.93,11.13,64.45,-3.44,0.92,0.49,29.9,79099.0,2040.22,11989.309,0.0006,0.0299,0.025,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.71,50.87,31.5
23:55:.0,2151.0,189.74,6.166537,-75.4218,0.0,0.03,-0.11,0.99,-2.93,9.96,63.57,-4.62,1.3,0.63,29.9,79114.0,2038.7,12013.645,0.0006,0.0299,0.0246,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.72,50.87,31.5
24:19:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.01,-0.1,0.97,-3.22,10.55,64.45,-3.36,0.66,0.49,29.9,79095.0,2040.63,12038.027,0.0006,0.0299,0.0243,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.72,50.87,31.37
24:44:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.01,-0.11,0.99,-2.64,10.84,64.45,-3.68,0.43,0.76,29.9,79101.0,2040.02,12062.281,0.0006,0.0299,0.0239,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.72,50.83,31.37
25:08:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.01,-0.09,1.0,-2.34,10.25,63.57,-2.94,0.95,0.24,29.9,79104.0,2039.71,12087.619,0.0006,0.0299,0.0237999999999999,0.1392,0.1702,1.5378,0.0040999999999999,0.0098,28.72,50.74,31.5
25:33:.0,2151.0,189.74,6.166537,-75.4218,0.0,-0.02,-0.09,1.0,-2.05,10.55,63.87,-3.93,0.75,0.3,29.9,79101.0,2040.02,12110.984,0.0006,0.0301,0.0233999999999999,0.1392,0.1702,1.5702,0.0040999999999999,0.0098999999999999,28.72,50.71,31.5
25:54:.0,2153.8,1.15,6.166595,-75.4218,0.38,-0.01,-0.1,0.99,-4.1,12.89,64.16,-3.45,0.79,0.74,29.9,79098.0,2040.32,8.977,0.0005,0.0283999999999999,0.0233999999999999,0.1178999999999999,0.1479,1.2722,0.0038,0.0092,28.69,50.67,31.37
